n_dpe,version_dpe,methode_du_dpe,categorie_erp,secteur_activite,type_energie_principale_chauffage,type_energie_n_1,type_usage_energie_n_1,conso_kwhep_m2_an,emission_ges_kgco2_m2_an,surface_utile,conso_finale_energie,conso_primaire_energie,frais_annuel_energie,annee_construction,etiquette_dpe
2391T2855777T,5,2,5,24,7,7,2,42.0,1.2,370.0,7314.0,16822.2,1244.9,1949,2
2334T1628268R,4,3,5,24,7,7,2,257.0,7.0,34.2,11448.0,26331.0,2103.0,1949,4
2133T0304278W,0,4,4,13,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1983,1
2391T2133087Z,4,2,4,25,6,7,6,69.0,1.9,100.0,1287.2,2960.5,373.4,-1,2
2242T2341448Y,4,3,4,19,6,7,6,299.6,8.3,100.0,28655.0,65906.5,3778.0,1996,4
2239T2659185M,4,2,4,9,4,4,2,331.1,61.9,40.2,11794.0,13309.8,1045.9,1949,5
2138T0385695M,0,4,4,24,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2104T0888607Y,2,4,4,7,6,6,6,0.1,0.1,100.0,0.0,0.0,0.0,1947,1
2273T0556434T,3,2,4,24,6,7,6,272.4,7.6,100.0,152645.0,351083.5,44278.0,2008,5
2307T4203036E,5,2,4,7,6,7,6,189.6,5.3,100.0,49241.0,113254.3,10179.2,-1,4
2394T1423260B,5,2,0,21,7,7,2,327.0,22.0,39043.4,6409276.0,327.9,903675.9,2004,4
2306T0449489Y,4,2,5,24,6,7,6,344.8,9.7,300.0,56018.0,103413.4,7035.3,1930,5
2314T3369167O,5,2,4,10,6,7,6,390.7,37.5,100.0,59484.0,105288.2,5169.0,-1,6
2406T0371856C,5,2,5,24,6,7,6,185.9,5.2,387.6,62645.0,144083.5,10072.4,2014,4
2294T2184512Y,3,2,0,24,7,7,2,258.0,7.0,147.7,16587.0,258.3,1897.6,1948,4
2319T1170192U,4,2,4,25,6,7,6,347.5,9.7,100.0,256581.0,590136.3,74426.0,-1,4
2291T2156867O,4,2,4,9,6,7,6,129.8,3.6,100.0,1862.0,4282.6,540.0,-1,3
2345T4501933R,5,2,4,21,6,7,6,91.3,2.7,100.0,95523.3,217723.3,2.0,1985,2
2308T4077685A,5,2,4,9,6,7,6,305.1,8.5,100.0,6420.0,14766.0,1862.0,-1,5
2357T1382601V,5,2,5,24,6,7,6,328.3,9.1,170.0,24403.0,56126.9,3957.8,1990,5
2354T2802605G,5,2,4,24,6,7,6,224.4,6.2,100.0,12665.0,29129.5,3674.0,1990,4
2375T0140249T,4,3,5,9,6,7,3,180.0,17.0,96.0,14655.0,33708.0,2589.0,1949,2
2259T2793061I,4,2,0,24,7,7,2,267.0,7.0,980.1,176619.6,267.1,12363.4,1983,5
2384T3142502J,5,2,4,9,6,7,6,510.3,14.2,100.0,24156.0,55558.8,4307.9,-1,5
2338T4285013I,5,2,4,21,6,7,6,55.9,1.6,100.0,4043.0,9298.9,1154.0,2010,2
2142T0755013E,1,2,4,7,6,7,6,125.7,3.5,100.0,14907.3,34286.9,2549.0,1948,3
2175T0710811J,1,2,4,21,6,4,6,291.9,44.0,100.0,67962.0,86682.0,7042.0,1947,4
2375T1043300M,4,2,4,25,6,7,6,128.2,3.6,100.0,3802.0,8744.6,510.0,-1,3
2486T0479725Z,5,2,5,24,6,7,6,155.8,4.3,313.4,21228.0,48824.4,3450.1,1970,3
2279T1437747Q,3,2,0,16,4,7,2,153.0,18.0,1500.0,159676.4,153.8,20948.1,1945,3
2233T0322256J,3,2,4,9,6,7,6,169.2,4.7,100.0,4854.0,11164.2,1014.5,1947,3
2291T2993722H,4,3,4,21,6,4,6,724.1,164.4,100.0,697988.0,697988.0,4612.3,-1,6
2250T3075514O,4,2,4,21,6,7,6,214.5,6.0,100.0,123113.7,283161.4,16300.0,-1,4
2442T0297597J,5,2,4,9,6,7,6,75.2,4.5,100.0,37076.5,70355.2,9178.0,-1,2
2359T1432678Y,4,3,4,21,6,4,6,109.1,14.7,100.0,14970.0,20284.9,1957.0,-1,2
2322T3345643C,5,3,5,9,6,6,6,0.0,0.0,30.0,0.0,0.0,0.0,1949,7
2375T0845028Q,4,3,4,25,6,7,6,321.4,37.9,100.0,13672.1,19795.800000000003,2362.7,-1,4
2292T1709265D,3,2,4,21,4,7,1,203.0,16.9,100.0,35030.4,59196.1,4173.0,-1,3
2359T0420177P,4,2,4,9,6,7,6,117.4,3.3,100.0,35032.0,80573.6,10162.0,-1,2
2183T0875977F,2,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2391T2453743X,5,2,0,24,7,7,2,1131.0,32.0,2200.0,364511.60000000003,378.5,50088.0,2021,7
2391T1177853F,4,3,4,9,6,7,6,780.7,21.7,100.0,24959.0,57405.7,4115.0,1900,7
2292T2905828U,4,2,5,25,6,7,6,212.8,5.9,15541.4,2875428.0,6613484.4,459808.2,1990,4
2178T0830165A,1,2,5,19,4,4,2,195.0,37.0,57.6,27777.0,27777.0,1626.0,1980,3
2393T0283543T,4,2,4,21,6,7,6,204.1,7.5,325.1,31728.0,72974.4,4407.0,1960,3
2230T0988211X,3,2,4,25,6,7,3,87.0,2.0,79.6,9027.0,20763.0,1737.0,1997,2
2369T4166650C,5,3,2,25,6,7,6,16.1,0.4,100.0,47965.0,110319.5,13913.0,-1,1
2244T2732072A,4,2,0,21,4,4,2,67.0,9.0,7150.0,355742.3,68.0,24191.1,1983,2
2303T3265249H,5,2,0,16,6,4,6,110.4,16.6,100.0,10076.0,12871.0,2325.0,2001,2
2327T0514485P,4,0,0,24,7,7,4,261.0,8.0,3505.0,456712.0,6910.8,73116.0,2023,4
2191T0531522G,0,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1983,1
2168T0733921Y,1,2,4,16,6,7,6,252.0,8.1,100.0,419417.9,859441.2000000001,61043.0,1948,4
2338T1568809Y,4,0,4,24,4,4,3,338.1,43.2,100.0,222608.0,297515.3,17614.4,2022,6
2134T0551564X,1,4,2,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2213T1143719I,3,2,4,11,6,7,6,268.7,8.8,100.0,172661.3,384846.0,28074.7,1986,4
2217T0514407E,2,2,5,24,6,7,6,234.1,19.5,3441.9,730082.1,1388103.7000000002,69099.6,1978,3
2269T3213375Q,4,2,0,24,7,7,2,178.0,4.0,889.9,68922.0,178.1,7008.0,1982,3
2141T0385113F,0,2,4,9,6,7,6,119.5,3.3,100.0,33542.0,77146.6,4897.1,2006,3
2431T0061900R,5,2,4,9,6,7,6,270.5,7.5,100.0,141173.0,324697.9,40950.0,-1,4
2208T3017207J,4,2,4,9,6,7,6,289.9,16.3,7773.0,2437839.7,4732757.8,586857.2,-1,5
2314T2382063A,5,2,5,21,6,7,3,310.0,9.0,173.2,69936.0,160854.0,11349.0,1993,4
2290T0147078Y,3,2,4,25,6,7,6,437.9,19.7,100.0,342631.3,708642.7,51981.3,1948,5
2213T2603997W,4,2,4,25,6,7,6,51.3,1.4,100.0,53127.0,122192.1,14540.0,-1,2
2181T0469706I,0,4,4,21,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2129T0123670G,0,6,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2126T0098821K,0,6,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2349T4446475V,5,2,5,24,6,7,6,552.7,15.4,174.3,41882.0,96328.6,6752.5,1970,7
2226T1435722S,3,2,5,24,6,7,6,202.1,5.6,266.0,23379.0,53771.7,3794.1,2010,4
2275T0655130V,3,2,4,9,6,7,6,1363.4,37.9,100.0,33385.0,76785.5,9684.0,1947,7
2392T0330367Q,4,2,4,21,6,7,6,212.4,5.9,100.0,26103.3,60037.6,7571.7,-1,4
2334T3786593E,5,2,4,19,6,7,6,439.9,25.6,100.0,991972.6000000001,1905056.7,0.0,-1,4
2391T1979956I,4,2,4,24,6,7,0,92.4,2.6,100.0,21203.0,48766.9,2617.0,-1,3
2154T0337893O,0,6,4,19,6,7,6,241.6,8.8,68.0,14284.0,32853.2,3381.8,1949,4
2378T0231031M,4,3,4,9,6,7,6,147.1,4.1,100.0,4872.0,11205.6,1018.6,-1,3
2244T0471436M,2,2,5,25,5,5,2,80.0,5.9,1222.0,228448.0,293334.9,25159.0,1970,2
2238T0111836M,3,2,4,16,6,7,6,179.5,5.0,100.0,440236.0,1012542.8,73475.7,2008,4
2289T2923151Y,4,2,5,24,6,7,6,2040.7,219.9,22220.0,30003462.0,45345232.6,3009368.2,1993,7
2454T0398241T,5,3,4,21,6,7,6,214.1,6.0,100.0,3969.0,9128.7,797.5,-1,4
2138T0906069W,2,4,4,21,6,6,6,0.1,0.1,100.0,0.0,0.0,0.0,1947,1
2169T0017174U,0,6,0,7,6,7,6,23.7,0.7,100.0,306.0,703.8,25.0,1947,1
2140T0023375E,0,6,0,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2359T3789241Z,5,3,0,24,7,7,2,753.0,20.0,125.0,40947.5,753.4,0.0,2006,7
2391T4434516M,5,2,4,9,6,7,6,245.5,6.8,187.0,19960.0,45908.0,3247.4,2008,4
2374T3191970P,5,2,4,10,6,7,6,332.1,33.9,100.0,41514.3,64286.399999999994,7750.0,-1,5
2359T4431811F,5,2,4,9,6,7,6,161.6,4.5,100.0,46464.5,106868.4,3711.5,2017,3
2394T2560272H,5,3,4,9,6,7,6,1037.0,28.9,100.0,218709.3,503031.5,63441.0,-1,7
2234T0307881N,3,2,4,9,6,7,6,100.5,2.8,100.0,16801.0,38642.3,4873.0,1947,3
2125T0592282Q,1,4,4,10,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2334T0674663O,4,0,5,24,7,7,2,131.5,3.7,1288.9,62506.6,143764.9,10041.6,2023,3
2221T2870119Q,4,2,5,25,6,7,6,129.8,3.6,106.4,5989.0,13774.7,1036.4,1987,3
2322T3468700B,5,3,4,9,6,4,6,54.5,12.4,100.0,16732.7,16732.7,4663.0,-1,2
2227T0543268P,2,2,4,21,6,7,6,581.3,16.2,497.2,376971.0,867033.2999999999,60329.899999999994,1949,6
2306T1974539S,4,2,4,9,6,7,6,107.5,3.0,1513.0,77822.7,178992.1,21444.3,1948,2
2140T0168135W,0,6,4,9,6,7,6,149.4,4.2,100.0,5144.3,11832.0,649.7,1989,3
2273T2820376L,4,2,5,24,6,7,3,65.0,2.0,516.4,44094.0,101415.0,8820.0,1961,2
2145T0696089Z,1,2,4,21,6,7,6,222.7,6.2,100.0,16654.0,38304.2,2965.2,1989,4
2466T0597572U,5,3,4,9,6,7,6,1043.3,29.0,100.0,141962.0,326512.6,41179.0,2002,7
2480T0118660Q,5,2,4,7,4,4,2,592.4,95.0,100.0,74908.5,92368.8,10734.0,-1,7
2386T1419199O,5,2,5,24,7,7,2,394.6,11.0,67.9,11640.0,26772.0,1925.6,2017,6
2258T3036787J,4,2,0,21,7,7,2,227.0,6.0,673.5,66579.3,227.4,0.0,1983,4
2308T2307735A,5,2,5,24,6,7,6,463.6,47.8,2318.0,696811.0,1074559.8,71971.5,1949,6
2395T3329414S,5,2,0,21,1,1,2,93.0,35.0,990.0,92441.0,93.4,4757.0,1991,2
2169T0771109H,1,2,4,21,6,4,6,82.8,14.5,100.0,323578.3,379121.6,25502.2,2006,2
2373T4449035F,5,2,4,10,6,2,6,1238.9,276.3,100.0,164120.6,203307.8,9972.5,-1,7
2330T1467268F,4,2,4,19,6,7,5,77.1,2.1,100.0,3535.0,8130.5,495.0,-1,2
2113T0675773J,1,2,4,9,6,7,6,228.1,6.3,100.0,6000.0,13800.0,1740.0,1947,4
2282T2431818G,4,2,4,9,6,7,6,229.4,6.4,100.0,4994.0,11486.2,1003.0,-1,4
2230T0980102A,3,2,4,9,6,7,6,126.0,3.5,100.0,139824.0,321595.2,40558.7,-1,3
2327T4277165B,5,2,4,21,6,7,6,170.2,4.7,100.0,15226.0,35019.8,2589.0,-1,3
2349T1482985L,4,2,4,24,6,7,6,115.0,3.2,100.0,8269.0,19018.7,2749.5,-1,3
2360T1632001G,4,3,4,19,6,7,6,464.6,12.9,100.0,4866.3,11192.6,598.0,-1,5
2235T0798110N,3,2,4,9,6,7,6,98.7,2.7,100.0,1954.0,4494.2,12.6,2008,3
2294T2247520I,4,2,4,21,6,7,6,269.4,7.5,100.0,11072.5,25466.8,3211.5,-1,4
2314T4346532N,5,2,5,8,6,7,4,67.0,12.0,731.5,117378.0,117378.0,9966.0,1900,2
2169T0262626G,0,2,4,9,6,7,6,149.9,4.2,100.0,5355.0,12316.5,1059.0,2013,3
2293T2385875Q,4,2,4,11,6,7,6,325.8,9.1,100.0,112185.5,258026.7,32541.5,-1,5
2375T3782693T,5,3,4,10,6,7,6,570.7,31.6,100.0,28990.9,56502.8,7010.0,-1,7
2378T1065541A,4,2,4,21,6,7,6,354.5,9.9,100.0,23675.3,54453.3,4531.0,1957,5
2325T1445133R,5,2,5,24,3,3,2,48.4,13.2,157.2,15221.1,15221.1,2177.4,1963,2
2464T0537245L,5,2,4,21,7,7,2,76.9,2.1,100.0,5110.0,11753.0,2376.0,-1,2
2444T0145660S,5,2,4,25,6,7,6,156.8,4.4,100.0,4873.0,11207.9,1414.0,1978,3
2227T2404013S,4,3,4,9,6,7,6,135.2,3.8,100.0,5171.0,11893.3,1500.0,-1,3
2371T1412931X,4,2,4,21,6,7,6,1148.0,31.9,100.0,138918.4,319512.10000000003,12445.4,-1,7
2306T4148732N,5,3,5,25,6,7,6,259.9,7.2,28.9,9789.0,22514.699999999997,1634.3999999999999,1949,4
2291T1428221S,3,2,5,24,6,7,6,97.1,2.7,589.3,24877.0,57217.1,6717.0,1982,3
2256T1009468M,3,2,4,21,6,7,6,289.5,8.1,100.0,9000.0,20700.0,1610.0,-1,5
2378T3828355C,5,2,4,9,6,7,6,571.6,15.9,100.0,13121.0,30178.3,1794.0,-1,7
2335T1247978E,5,3,5,24,6,7,6,184.0,5.1,165.0,13200.0,30360.0,2171.0,1949,4
2345T0533674I,4,2,4,24,6,7,6,166.6,6.5,100.0,98000.0,210370.7,2918.0,-1,3
2349T4378675D,5,2,4,25,6,7,6,322.6,9.0,100.0,12343.0,28388.9,3609.0,2008,5
2338T1026477A,4,2,4,9,6,7,6,108.6,3.0,100.0,2798.3,6436.2,1053.0,-1,3
2375T3431900S,5,2,4,25,6,7,6,163.9,4.6,100.0,3354.0,7714.2,973.0,1905,3
2376T3963785W,5,2,0,24,7,7,2,104.0,2.0,338.0,15288.7,104.0,0.0,1945,3
2393T2066680Y,4,2,4,21,6,7,6,209.7,5.8,100.0,14341.0,32984.3,4160.0,-1,3
2359T3713934O,5,3,4,19,6,7,6,64.6,1.8,100.0,3702.0,8514.6,514.0,-1,2
2322T2210920X,4,2,5,24,6,7,3,201.0,26.0,511.5,89421.0,205671.0,11982.0,1990,3
2275T1064589G,3,2,4,21,6,7,6,332.3,9.2,100.0,5318.0,12231.4,1054.0,-1,4
2273T2785388T,4,3,4,9,6,7,6,118.4,3.3,100.0,12200.0,28060.0,2089.0,-1,3
2335T2818370W,5,3,4,19,6,7,6,51.4,1.4,100.0,711.0,1635.3,122.0,1994,2
2195T1044724Y,3,2,5,24,6,7,6,114.8,3.2,808.0,43672.0,100445.6,7038.7,2013,3
2174T0405525O,0,2,4,24,6,7,6,341.3,9.5,100.0,10024.7,23056.7,1742.2,1948,4
2416T0249406W,5,2,5,24,6,7,6,0.1,0.0,21.9,1.0,2.3,0.3,1900,1
2322T1355826R,4,3,4,9,6,2,6,149.8,31.3,100.0,63660.0,81613.0,6855.0,-1,3
2144T0251814L,0,4,4,21,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2006,1
2369T0612537L,4,2,4,16,6,7,6,255.4,7.1,100.0,212532.0,488823.6,25124.3,-1,4
2375T3909196G,5,3,4,10,6,7,6,291.0,24.4,100.0,9504.5,16004.5,2051.0,-1,5
2262T1278784A,3,2,5,24,7,7,2,353.0,10.0,73.4,33783.0,77700.0,5598.0,1956,1
2126T0599798T,1,2,4,10,6,4,6,102.2,23.2,100.0,8266.5,8266.5,2398.1,1948,3
2192T0394282V,0,2,4,5,6,7,6,68.9,1.9,100.0,6297.0,14483.1,1056.5,1989,2
2491T0390623E,5,3,5,25,6,7,6,162.4,4.5,91.0,12855.0,29566.5,2116.8,1970,3
2133T0285252C,0,6,4,21,7,7,2,149.9,5.5,9.7,517.0999999999999,1189.2,145.1,1900,3
2316T2275174Z,4,2,4,10,6,7,6,1102.3,30.7,100.0,152879.0,351621.7,44346.0,2010,7
2272T1131067Z,3,2,4,9,6,7,6,300.6,8.4,100.0,3976.3,9145.6,1153.3,-1,5
2263T1865015K,3,2,5,24,6,4,6,125.3,20.8,177.9,22257.0,31046.300000000003,2377.9,1947,3
2213T2938863I,4,3,5,25,6,7,3,159.0,4.0,12.1,2502.0,5754.0,726.0,2001,7
2375T1359207T,4,2,4,9,6,7,6,251.4,7.0,100.0,5925.3,13628.3,1719.0,-1,4
2135T0623549P,1,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2203T1002478P,3,2,4,9,6,7,6,231.8,6.5,100.0,2011.4,4626.2,351.2,-1,4
2475T0163237Y,5,3,4,21,7,7,2,535.8,14.9,100.0,12720.0,29256.0,3689.0,-1,5
2469T0494108N,5,2,4,9,7,7,2,98.3,2.7,100.0,3970.5,9132.2,992.5,-1,3
2342T3725144B,5,3,4,9,6,7,6,196.3,5.5,100.0,75752.7,174231.1,10583.7,-1,4
2377T2069180M,5,3,0,21,7,7,2,150.0,4.0,220.0,14430.0,150.9,4573.0,1948,3
2180T0728027S,1,4,4,10,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1930,1
2381T3756353X,5,2,2,21,6,7,6,192.7,5.4,6600.0,194384.0,447083.2,56385.0,-1,3
2269T1335543I,3,0,4,21,7,7,5,33.8,1.1,100.0,88567.1,203704.40000000002,14199.1,-1,1
2306T0469598J,4,3,5,24,6,7,6,140.7,5.9,207.1,15933.4,31227.9,2408.8,1900,3
2278T2396783P,4,2,4,21,6,7,6,1.7,0.0,100.0,373.0,857.9,1.0,-1,1
2294T0570402U,3,2,4,9,6,7,6,4.5,0.1,100.0,115.9,266.7,6.6,2001,1
2275T1191101C,3,2,4,9,6,7,6,620.6,17.3,100.0,34060.0,78338.0,9880.0,-1,7
2224T1835920W,3,2,5,9,6,7,3,171.0,8.0,128.7,25653.0,59004.0,4320.0,1998,4
2376T3209177M,5,2,4,24,6,7,6,513.1,14.3,100.0,43191.0,99339.3,6910.0,-1,7
2330T4453998L,5,3,2,9,6,7,6,331.6,9.2,1967.0,7771.3,17874.1,2254.3,-1,5
2203T3067524L,4,0,0,24,7,7,3,179.0,5.0,84.4,6443.799999999999,175.6,1106.0,2022,3
2249T0759130V,2,2,5,24,6,7,6,232.9,7.5,165.0,17181.0,38423.0,2762.1,1949,4
2376T4456847U,5,2,4,9,6,7,6,289.1,8.0,100.0,317734.7,730789.7,46278.0,-1,5
2321T0205610O,4,2,2,9,6,7,6,746.9,20.8,1414.6,459391.0,1056599.3,29883.0,1986,7
2286T0407078U,2,2,4,21,6,7,6,83.9,2.3,36.3,1327.0,3052.1,335.7,1949,2
2283T0071209Q,2,2,4,11,6,7,6,254.0,7.1,100.0,18507.7,42567.6,1717.5,1948,4
2272T0229155B,3,2,4,9,7,7,2,259.2,7.2,100.0,6447.0,14828.1,1096.0,1947,4
2159T0876957Z,2,4,4,9,6,6,6,0.1,0.1,100.0,0.0,0.0,0.0,2001,1
2277T2247334N,4,3,4,24,6,7,6,320.9,8.9,100.0,4603.7,10588.4,1335.3,-1,5
2338T2894880R,5,3,4,25,6,7,6,89.2,2.5,100.0,1587.1,3650.3,460.4,-1,2
2193T0681392O,1,2,4,19,6,7,6,281.7,44.5,100.0,62019.0,90799.7,10068.0,1948,4
2375T0974566W,4,3,4,10,6,7,6,1273.2,154.6,100.0,84414.0,120516.3,14355.0,-1,7
2164T0922891W,2,2,4,21,6,7,6,66.2,1.8,100.0,8619.0,19823.7,902.4,1940,2
2276T0044769L,2,2,5,24,6,7,6,351.6,15.0,106.0,20818.800000000003,40317.5,2036.0,1974,5
2372T1249301M,4,3,4,9,6,7,6,480.7,54.8,100.0,8631.7,12700.7,1203.4,-1,6
2244T2124810U,4,2,4,9,6,4,6,57.6,13.1,100.0,5879.7,5879.7,571.4,-1,2
2388T2005048H,5,2,5,24,6,4,6,996.9,182.8,43.5,38007.0,43376.0,3192.0,1900,7
2369T3612971T,5,2,4,7,6,7,6,161.7,18.6,100.0,213729.0,313583.3,37509.2,2022,2
2371T4548968S,5,2,0,24,7,7,2,251.0,6.0,1932.7,211386.0,251.6,48221.6,1977,4
2342T2837098L,5,3,4,9,4,7,4,183.6,22.1,100.0,28146.0,40399.8,4560.0,-1,4
2377T3113775F,5,3,4,21,7,7,2,251.6,7.0,62.5,5600.0,12880.000000000002,1007.5,1970,4
2380T2923441U,5,2,4,9,6,7,6,447.0,41.8,100.0,137404.0,221285.2,22632.3,-1,6
2386T1664552F,4,2,4,21,6,7,6,206.2,5.7,100.0,17256.0,39688.8,5005.7,-1,3
2143T0758005H,1,2,5,24,6,4,6,169.2,29.5,143.8,20713.0,24330.9,1566.5,1900,3
2377T1804018Y,4,2,4,24,6,7,6,152.1,10.6,100.0,33339.0,60237.8,6246.0,-1,3
2268T0309996E,2,2,0,21,7,7,2,405.0,11.0,77.0,13576.7,405.5,1357.7,1995,5
2259T0306920N,2,2,0,16,1,1,2,267.0,58.0,566.0,120653.0,267.3,11515.9,1961,4
2478T0305366O,5,3,4,19,6,4,6,238.0,32.0,100.0,19150.3,25994.0,3071.0,1965,4
2244T2843581V,4,2,5,24,6,7,6,637.3,17.7,264.0,42674.0,98150.2,6879.1,1997,7
2331T2556654S,5,2,4,18,6,7,6,265.4,7.4,100.0,54586.0,125547.8,15834.0,1992,4
2174T0748727Q,1,2,4,9,6,7,6,660.3,18.4,100.0,6316.0,14526.8,951.3,1948,7
2269T3102259Y,4,2,4,19,6,7,6,136.9,3.8,100.0,12374.0,28460.2,3589.0,-1,2
2291T3229881I,4,0,0,21,7,7,2,60.0,1.0,392.2,13403.8,285.5,2230.0,2022,2
2175T0370880C,0,4,4,24,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2429T0529957U,5,3,5,9,6,7,3,298.0,8.0,94.0,36552.0,84066.0,6033.0,1992,5
2238T1532040S,3,2,5,24,6,4,6,168.7,23.2,3300.0,415442.0,556759.8,36759.2,1998,3
2308T3730877G,5,2,4,25,6,7,6,431.2,12.0,100.0,371197.0,853753.1,40832.0,-1,5
2301T2018584O,4,2,4,21,6,7,6,233.9,6.5,100.0,13509.3,31071.5,3918.3,-1,4
2233T0007337C,2,2,4,11,6,7,6,78.7,10.8,100.0,67295.0,104697.3,0.1,1947,2
2350T3790331O,5,2,4,10,6,4,6,420.1,53.3,100.0,103080.0,136769.5,15578.0,-1,6
2211T0893604L,2,2,4,9,6,7,6,143.5,4.0,100.0,9571.0,22013.3,2271.5,1947,3
2263T0559063M,3,2,4,7,6,7,6,22.5,0.6,100.0,1859.7,4277.2,539.3,1983,1
2374T2987426N,5,3,4,21,6,7,6,276.1,7.7,100.0,11628.0,26744.4,2055.0,-1,5
2384T1070061C,4,3,4,24,6,7,6,102.4,2.8,100.0,4357.0,10021.1,1264.0,-1,3
2395T0785412M,4,2,0,24,7,7,2,604.0,20.0,253.4,69627.0,605.0,9533.7,1989,7
2393T1013302K,4,2,4,25,6,4,6,192.8,28.2,100.0,37740.2,48995.0,6771.5,-1,3
2310T3888344T,5,2,4,25,6,4,6,209.3,34.8,100.0,13881.099999999999,16775.4,4027.1,-1,3
2338T4402382N,5,2,4,21,6,7,6,106.6,3.0,100.0,2140.0,4922.0,514.0,-1,2
2144T1021998X,2,2,4,25,6,7,6,152.2,4.2,100.0,403723.0,928562.9,52222.6,2013,3
2376T3133264T,5,2,0,16,4,4,2,80.0,11.0,2220.0,139426.5,81.0,0.0,1970,2
2291T2895190P,4,2,4,9,7,7,5,382.8,10.7,147.0,26911.7,61897.100000000006,3023.0,-1,6
2262T1115590I,3,2,4,25,6,2,6,197.8,56.6,100.0,88915.0,95796.4,9180.0,-1,3
2207T2333294Z,4,2,4,10,6,7,6,102.5,2.9,100.0,29423.7,67674.4,8535.0,-1,3
2236T1158248A,3,2,4,9,6,7,6,284.9,7.9,100.0,7821.0,17988.3,2268.5,-1,5
2176T0741988N,1,4,4,24,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2192T0392606J,0,6,5,24,6,7,6,601.3,22.0,77.6,20288.0,46662.4,5183.6,1947,7
2313T3112763V,5,2,4,25,6,7,6,253.6,7.1,100.0,68251.0,156977.3,10864.5,-1,4
2344T4271818B,5,2,0,24,7,7,2,112.0,3.0,71.3,3482.0,112.4,1288.3,1989,3
2383T3646980I,5,3,4,9,6,7,6,290.8,8.1,168.7,21324.0,49045.2,3465.5,1975,5
2375T2458007H,5,3,5,24,2,2,2,3629.9,1176.1,43.6,158153.8,158153.8,1028.0,1930,7
2203T2390792H,4,3,5,24,6,7,6,539.9,15.0,50.5,23709.2,54531.3,3846.9,1900,7
2144T0865671I,2,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2301T2760843Z,5,3,4,21,6,7,6,344.6,9.6,100.0,6817.0,15679.1,1373.5,-1,4
2210T0505453N,2,2,0,24,7,7,2,325.0,9.0,733.7,103713.0,325.1,27420.7,1980,5
2214T2841025J,4,3,4,7,6,7,6,751.7,20.9,100.0,14381.0,33076.3,4020.0,-1,7
2244T2945621L,4,2,4,19,6,7,6,237.0,27.2,100.0,58669.0,86022.3,5898.1,1995,4
2172T0130282F,0,6,4,10,6,7,6,356.6,9.9,100.0,13030.0,29969.0,4745.0,1947,5
2268T2890611P,4,3,4,19,6,7,6,133.1,3.7,100.0,4647.0,10688.1,1348.0,-1,3
2263T0254518F,3,2,4,9,6,7,6,139.7,3.9,19124.0,1435209.0,3300980.7,77925.4,1998,3
2194T0220039G,0,6,5,24,6,7,6,227.2,8.3,990.0,97804.0,224949.2,14083.8,1993,4
2250T1655553R,3,2,5,24,6,7,6,413.7,11.5,38.3,6889.0,15844.7,1178.0,1800,6
2394T1321731C,4,2,4,21,6,7,6,61.1,1.7,100.0,651.0,1497.3,189.0,2010,2
2130T0236903K,0,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1989,1
2226T0325866Y,2,2,5,24,7,7,2,152.9,4.3,94.0,12500.0,28750.0,2060.9,1900,3
2135T0475567Z,0,4,4,21,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1978,1
2373T2662708I,5,2,4,11,6,7,6,154.5,7.7,100.0,62279.899999999994,101985.3,7283.799999999999,1955,3
2293T1638806F,3,2,5,25,6,7,6,573.1,44.4,768.1,369581.9,695336.2,52016.200000000004,1978,6
2475T0035469U,5,3,4,10,6,7,6,251.7,7.0,100.0,14243.0,32758.9,4131.0,-1,4
2334T0251213A,4,2,4,9,6,7,6,407.3,11.3,100.0,3000.0,6900.0,870.0,-1,6
2369T3566297P,5,2,4,21,6,7,6,322.1,9.0,100.0,277296.0,637780.8,36048.0,-1,4
2262T0228569D,2,2,5,24,6,7,6,304.1,8.5,322.1,42585.0,97945.5,6864.9,1920,5
2225T2453359O,4,0,5,24,4,7,4,89.4,7.4,637.9,31345.399999999998,51569.600000000006,3797.4,2022,2
2368T1202612P,4,2,4,24,6,4,6,100.7,22.9,100.0,332396.0,332396.0,32324.5,1998,3
2214T0727607B,2,2,5,24,6,7,6,275.2,7.7,290.4,104242.0,239756.59999999998,16723.3,1980,5
